YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (W/m^2),ETRN (W/m^2),Glo Mod (W/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (W/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod  (W/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (W/m^2),Meas Glo Flg,Meas Dir (W/m^2),Meas Dir Flg,Meas Dif (W/m^2),Meas Dif Flg,TotCC (10ths),Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2005-01-02,14:00,70.6,198.3,470,1415,312,8,2,695,15,2,80,8,2,-9900,99,-9900,99,-9900,99,3,0.8,3,0.079,1
2005-01-02,15:00,75.0,212.0,365,1415,233,8,2,589,15,2,80,8,2,-9900,99,-9900,99,-9900,99,3,0.8,3,0.079,1
2005-01-02,16:00,81.5,224.5,210,1415,141,8,2,411,15,2,79,8,2,-9900,99,-9900,99,-9900,99,3,0.8,3,0.079,1
2005-01-02,17:00,87.6,233.6,36,861,4,8,2,107,15,2,2,8,2,-9900,99,-9900,99,-9900,99,3,0.8,3,0.079,1
2005-01-02,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,0.8,3,0.079,1
2005-01-02,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.8,3,0.079,1
2005-01-02,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-02,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-02,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-02,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-02,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.8,3,0.079,1
2005-01-03,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.8,3,0.079,1
2005-01-03,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.8,3,0.079,1
2005-01-03,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.8,3,0.079,1
2005-01-03,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,8:00,89.6,123.5,1,177,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,9:00,85.2,129.7,119,1415,44,8,2,294,15,2,19,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,10:00,78.0,141.6,295,1415,160,8,2,544,15,2,46,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,11:00,72.5,154.7,426,1415,265,8,2,667,15,2,63,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,12:00,69.2,168.9,503,1415,328,8,2,712,15,2,74,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,13:00,68.5,183.7,519,1415,344,8,2,722,15,2,78,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,14:00,70.5,198.2,473,1415,311,8,2,682,15,2,82,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,15:00,74.9,211.9,368,1415,241,8,2,614,15,2,80,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,16:00,81.3,224.4,213,1415,137,8,2,389,15,2,78,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,17:00,87.5,233.7,38,884,4,8,2,106,15,2,2,8,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-03,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-03,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-03,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-03,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-03,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.7,3,0.079,1
2005-01-04,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,8:00,89.6,123.4,1,177,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,9:00,85.2,129.6,119,1415,44,8,2,294,15,2,19,8,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-04,10:00,77.9,141.4,296,1415,160,8,2,544,15,2,46,8,2,-9900,99,-9900,99,-9900,99,3,0.6,3,0.079,1
2005-01-04,11:00,72.4,154.5,428,1415,265,8,2,662,15,2,64,8,2,-9900,99,-9900,99,-9900,99,3,0.6,3,0.079,1
2005-01-04,12:00,69.1,168.7,505,1415,328,8,2,706,15,2,75,8,2,-9900,99,-9900,99,-9900,99,3,0.6,3,0.079,1
2005-01-04,13:00,68.4,183.5,521,1415,344,8,2,710,15,2,81,8,2,-9900,99,-9900,99,-9900,99,3,0.6,3,0.079,1
2005-01-04,14:00,70.4,198.2,476,1415,311,8,2,675,15,2,83,8,2,-9900,99,-9900,99,-9900,99,3,0.6,3,0.079,1
2005-01-04,15:00,74.8,211.9,372,1415,239,8,2,600,15,2,81,8,2,-9900,99,-9900,99,-9900,99,3,0.5,3,0.079,1
2005-01-04,16:00,81.2,224.4,217,1415,149,8,2,403,15,2,87,8,2,-9900,99,-9900,99,-9900,99,3,0.5,3,0.079,1
2005-01-04,17:00,87.5,233.8,40,908,5,8,2,114,15,2,3,8,2,-9900,99,-9900,99,-9900,99,3,0.5,3,0.079,1
2005-01-04,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-04,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-04,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-04,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-04,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-04,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-04,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.4,3,0.079,1
2005-01-05,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.4,3,0.079,1
2005-01-05,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,8:00,89.5,123.2,1,177,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,9:00,85.1,129.4,120,1415,44,8,2,294,15,2,19,8,2,-9900,99,-9900,99,-9900,99,0,0.5,3,0.079,1
2005-01-05,10:00,77.9,141.3,297,1415,165,8,2,560,15,2,46,8,2,-9900,99,-9900,99,-9900,99,0,0.6,3,0.079,1
2005-01-05,11:00,72.3,154.4,430,1415,265,8,2,656,15,2,65,8,2,-9900,99,-9900,99,-9900,99,3,0.6,3,0.079,1
2005-01-05,12:00,69.0,168.6,507,1415,333,8,2,723,15,2,73,8,2,-9900,99,-9900,99,-9900,99,3,0.6,3,0.079,1
2005-01-05,13:00,68.3,183.4,524,1415,343,8,2,588,15,2,124,8,2,-9900,99,-9900,99,-9900,99,3,0.7,3,0.079,1
2005-01-05,14:00,70.2,198.1,479,1415,255,8,2,306,15,2,151,8,2,-9900,99,-9900,99,-9900,99,8,0.7,3,0.079,1
2005-01-05,15:00,74.6,211.8,375,1415,247,8,2,386,15,2,144,8,2,-9900,99,-9900,99,-9900,99,3,0.8,3,0.079,1
2005-01-05,16:00,81.0,224.4,220,1415,58,8,2,0,15,2,58,8,2,-9900,99,-9900,99,-9900,99,3,0.8,3,0.079,1
2005-01-05,17:00,87.4,233.9,42,931,2,8,2,0,15,2,2,8,2,-9900,99,-9900,99,-9900,99,8,0.9,3,0.079,1
2005-01-05,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,0.9,3,0.079,1
2005-01-05,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1.0,3,0.079,1
2005-01-05,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,7,1.0,3,0.079,1
2005-01-05,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1.0,3,0.079,1
2005-01-05,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1.1,3,0.079,1
2005-01-05,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1.1,3,0.079,1
2005-01-05,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.1,3,0.079,1
2005-01-06,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-06,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.4,3,0.079,1
2005-01-06,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.5,3,0.079,1
2005-01-06,8:00,89.5,123.1,2,177,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,10,1.4,3,0.079,1
2005-01-06,9:00,85.1,129.3,121,1415,12,8,2,0,15,2,12,8,2,-9900,99,-9900,99,-9900,99,10,1.4,3,0.079,1
2005-01-06,10:00,77.8,141.1,298,1415,52,8,2,0,15,2,52,8,2,-9900,99,-9900,99,-9900,99,9,1.4,3,0.079,1
2005-01-06,11:00,72.2,154.3,431,1415,78,8,2,0,15,2,78,8,2,-9900,99,-9900,99,-9900,99,10,1.4,3,0.079,1
2005-01-06,12:00,68.9,168.5,509,1415,86,8,2,0,15,2,86,8,2,-9900,99,-9900,99,-9900,99,9,1.4,3,0.079,1
2005-01-06,13:00,68.1,183.3,527,1415,81,8,2,0,15,2,81,8,2,-9900,99,-9900,99,-9900,99,10,1.4,3,0.079,1
2005-01-06,14:00,70.1,198.0,482,1415,55,8,2,0,15,2,55,8,2,-9900,99,-9900,99,-9900,99,10,1.4,3,0.079,1
2005-01-06,15:00,74.5,211.8,379,1415,41,8,2,0,15,2,41,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-06,16:00,80.9,224.3,224,1415,29,8,2,0,15,2,29,8,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,17:00,87.3,234.0,45,955,1,8,2,0,15,2,1,8,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-06,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1.2,3,0.079,1
2005-01-07,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,8:00,89.5,122.9,2,177,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,9:00,85.0,129.1,122,1415,12,8,2,0,15,2,12,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,10:00,77.8,141.0,300,1415,26,8,2,0,15,2,26,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,11:00,72.2,154.1,434,1415,47,8,2,0,15,2,47,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,12:00,68.8,168.4,512,1415,86,8,2,0,15,2,86,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,13:00,68.0,183.2,530,1415,87,8,2,0,15,2,87,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,14:00,69.9,197.9,485,1415,62,8,2,0,15,2,62,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,15:00,74.3,211.8,382,1415,90,8,2,0,15,2,90,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,16:00,80.7,224.3,228,1415,28,8,2,0,15,2,28,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,17:00,87.3,234.1,48,1002,1,8,2,0,15,2,1,8,2,-9900,99,-9900,99,-9900,99,10,1.3,3,0.079,1
2005-01-07,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.2,3,0.079,1
2005-01-07,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.1,3,0.079,1
2005-01-07,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-07,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,0.9,3,0.079,1
2005-01-07,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,0.9,3,0.079,1
2005-01-07,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,0.9,3,0.079,1
2005-01-08,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1.0,3,0.079,1
2005-01-08,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1.0,3,0.079,1
2005-01-08,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,8:00,89.5,122.7,2,200,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,9:00,85.0,129.0,123,1415,14,8,2,0,15,2,14,8,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,10:00,77.7,140.8,302,1415,65,8,2,0,15,2,65,8,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,11:00,72.1,154.0,436,1415,73,8,2,0,15,2,73,8,2,-9900,99,-9900,99,-9900,99,10,1.0,3,0.079,1
2005-01-08,12:00,68.7,168.2,515,1415,57,8,2,0,15,2,57,8,2,-9900,99,-9900,99,-9900,99,9,1.0,3,0.079,1
2005-01-08,13:00,67.9,183.1,533,1415,143,8,2,12,15,2,139,8,2,-9900,99,-9900,99,-9900,99,9,0.9,3,0.079,1
